date,trans0,trans2,comm0,comm2,zan0,zan2,r
2019-11-14,52,1462,526,1161,2406,3734,0.6805481211861685
2019-11-15,359,927,1530,2835,6702,18604,0.7224860290079788
2019-11-16,290,1888,1423,2402,11266,8290,0.4921945303024375
2019-11-17,161,990,463,2155,4665,11069,0.728810952161206
2019-11-18,152,18818,817,8425,11342,33778,0.8321196749031801
2019-11-19,0,6026,0,3488,0,23041,1.0
2019-11-20,33,8665,252,11662,373,21608,0.9845514521165449
2019-11-21,1275,8135,4714,12258,16534,31207,0.6961401993982974
2019-11-22,1062,2660,1769,2669,67624,16039,0.23270858063883776
2019-11-23,200,2338,2235,3235,1516,5738,0.7411217402699515
2019-11-24,0,34,0,362,0,2774,1.0
2019-11-25,256,2056,1288,5681,4782,27567,0.8480422772039394
2019-11-26,1404,7921,675,12250,2419,58331,0.9458072289156626
2019-11-27,29,8028,168,8045,10400,17125,0.7580317387829661
2019-11-28,424,34790,1364,27245,7638,16164,0.8924279600570614
2019-11-29,172,4168,167,2550,139,6397,0.9648348414625175
2019-11-30,673,191,1447,415,7267,1606,0.19070609535304767
2019-12-01,583,162,294,520,783,3698,0.7251655629139073
2019-12-02,0,0,0,0,0,0,0
2019-12-03,7927,0,1386,0,155196,0,0.0
2019-12-04,0,0,0,0,0,0,0
2019-12-05,0,0,0,0,0,0,0
2019-12-06,389,978,861,2342,10620,57408,0.836496873192099
2019-12-07,201,240,485,1148,10507,7235,0.4351534113847396
2019-12-08,21694,16208,2480,7634,7659,42791,0.6767107427944671
2019-12-09,105,1157,287,2787,38524,26817,0.44147997187020105
2019-12-10,123,3197,189,4009,1525,77312,0.9787273464188524
2019-12-11,149,2280,318,4793,1806,15856,0.9098087453376716
2019-12-12,42,20636,202,1400,9564,18636,0.8057052297939779
2019-12-13,87,758,363,3684,7617,10633,0.6514130152968628
2019-12-14,242,50,277,276,2163,2271,0.4919492328092442
2019-12-15,305,4000,370,5605,3130,53133,0.9428189291135055
2019-12-16,110,4004,552,3821,8073,24688,0.7882321567106284
2019-12-17,215,2964,1102,1936,25941,6327,0.2917240483305184
2019-12-18,159,8555,187,5657,8699,10525,0.7322538630039666
2019-12-19,24,1225,29,893,4813,6791,0.6467513611615245
2019-12-20,10474,1038,3409,3831,8077,21973,0.5500184418671366
2019-12-21,0,3780,0,4790,0,11531,1.0
2019-12-22,61,28509,278,9332,1463,26464,0.9727411620554556
2019-12-23,0,169329,0,8400,0,21769,1.0
2019-12-24,295,938,1465,1100,9884,7618,0.4533333333333333
2019-12-25,22,2405,183,8487,3693,325526,0.9885459396560844
2019-12-26,183,1964,154,1412,983,6748,0.8846557147850402
2019-12-27,0,4449,0,10063,0,22192,1.0
2019-12-28,63,810,481,1183,5483,3051,0.45560473308644206
2019-12-29,1151,658,4000,781,20049,4726,0.19655667144906744
2019-12-30,36,7549,26,6950,3790,15638,0.8866692165112242
2019-12-31,203,2079,2379,1697,8305,4661,0.43660732767542954
